,,
,,
,Date,Close
,02/03/2015 16:00:00,19.39
,03/03/2015 16:00:00,18.69
,04/03/2015 16:00:00,19.22
,05/03/2015 16:00:00,19.27
,06/03/2015 16:00:00,18.9
,09/03/2015 16:00:00,18.83
,10/03/2015 16:00:00,18.59
,11/03/2015 16:00:00,19.05
,12/03/2015 16:00:00,19.18
,13/03/2015 16:00:00,18.99
,16/03/2015 16:00:00,18.91
,17/03/2015 16:00:00,18.79
,18/03/2015 16:00:00,19.28
,19/03/2015 16:00:00,19
,20/03/2015 16:00:00,19.85
,23/03/2015 16:00:00,19.72
,24/03/2015 16:00:00,20.15
,25/03/2015 16:00:00,20.13
,26/03/2015 16:00:00,20
,27/03/2015 16:00:00,20.48
,30/03/2015 16:00:00,21.01
,31/03/2015 16:00:00,20.85
,01/04/2015 16:00:00,20.46
,02/04/2015 16:00:00,20.81
,06/04/2015 16:00:00,21.04
,07/04/2015 16:00:00,20.64
,08/04/2015 16:00:00,20.9
,09/04/2015 16:00:00,20.49
,10/04/2015 16:00:00,20.3
,13/04/2015 16:00:00,20.38
,14/04/2015 16:00:00,20.48
,15/04/2015 16:00:00,20.77
,16/04/2015 16:00:00,20.3
,17/04/2015 16:00:00,20.03
,20/04/2015 16:00:00,19.86
,21/04/2015 16:00:00,20.44
,22/04/2015 16:00:00,19.93
,23/04/2015 16:00:00,19.14
,24/04/2015 16:00:00,19.55
,27/04/2015 16:00:00,19.29
,28/04/2015 16:00:00,19.37
,29/04/2015 16:00:00,19.01
,30/04/2015 16:00:00,18.52
,01/05/2015 16:00:00,18.69
,04/05/2015 16:00:00,18.41
,05/05/2015 16:00:00,18.26
,06/05/2015 16:00:00,18.45
,07/05/2015 16:00:00,18.44
,08/05/2015 16:00:00,18.7
,11/05/2015 16:00:00,18.52
,12/05/2015 16:00:00,18.68
,13/05/2015 16:00:00,18.48
,14/05/2015 16:00:00,18.99
,15/05/2015 16:00:00,19.4
,18/05/2015 16:00:00,19.5
,19/05/2015 16:00:00,19.76
,20/05/2015 16:00:00,20.1
,21/05/2015 16:00:00,20.04
,22/05/2015 16:00:00,19.99
,26/05/2015 16:00:00,19.51
,27/05/2015 16:00:00,19.5
,28/05/2015 16:00:00,19.76
,29/05/2015 16:00:00,19.24
,01/06/2015 16:00:00,19.39
,02/06/2015 16:00:00,19.62
,03/06/2015 16:00:00,19.74
,04/06/2015 16:00:00,19.37
,05/06/2015 16:00:00,19.39
,08/06/2015 16:00:00,19.32
,09/06/2015 16:00:00,19.03
,10/06/2015 16:00:00,19.45
,11/06/2015 16:00:00,19.81
,12/06/2015 16:00:00,20.09
,15/06/2015 16:00:00,20.45
,16/06/2015 16:00:00,20.22
,17/06/2015 16:00:00,19.99
,18/06/2015 16:00:00,20
,19/06/2015 16:00:00,20.34
,22/06/2015 16:00:00,20.84
,23/06/2015 16:00:00,20.92
,24/06/2015 16:00:00,20.97
,25/06/2015 16:00:00,21.08
,26/06/2015 16:00:00,21.33
,29/06/2015 16:00:00,20.66
,30/06/2015 16:00:00,20.36
,01/07/2015 16:00:00,20.47
,02/07/2015 16:00:00,20.33
,06/07/2015 16:00:00,20.41
,07/07/2015 16:00:00,20.62
,08/07/2015 16:00:00,20.32
,09/07/2015 16:00:00,20.02
,10/07/2015 16:00:00,20.5
,13/07/2015 16:00:00,20.63
,14/07/2015 16:00:00,20.88
,15/07/2015 16:00:00,20.46
,16/07/2015 16:00:00,20.33
,17/07/2015 16:00:00,19.9
,20/07/2015 16:00:00,19.7
,21/07/2015 16:00:00,19.65
,22/07/2015 16:00:00,20.11
,23/07/2015 16:00:00,19.76
,24/07/2015 16:00:00,19
,27/07/2015 16:00:00,18.97
,28/07/2015 16:00:00,19.22
,29/07/2015 16:00:00,19.35
,30/07/2015 16:00:00,19.22
,31/07/2015 16:00:00,19.25
,03/08/2015 16:00:00,19.24
,04/08/2015 16:00:00,18.92
,05/08/2015 16:00:00,19.46
,06/08/2015 16:00:00,19.95
,07/08/2015 16:00:00,19.86
,10/08/2015 16:00:00,20.19
,11/08/2015 16:00:00,19.94
,12/08/2015 16:00:00,20.01
,13/08/2015 16:00:00,20.15
,14/08/2015 16:00:00,20.1
,17/08/2015 16:00:00,20.67
,18/08/2015 16:00:00,21.24
,19/08/2015 16:00:00,21.3
,20/08/2015 16:00:00,21.27
,21/08/2015 16:00:00,20.56
,24/08/2015 16:00:00,19.56
,25/08/2015 16:00:00,18.91
,26/08/2015 16:00:00,19.4
,27/08/2015 16:00:00,19.41
,28/08/2015 16:00:00,19.43
,31/08/2015 16:00:00,19.95
,01/09/2015 16:00:00,19.33
,02/09/2015 16:00:00,19.86
