,,
,,
,Date,Close
,02/03/2015 16:00:00,39.65
,03/03/2015 16:00:00,39.48
,04/03/2015 16:00:00,39.31
,05/03/2015 16:00:00,39.22
,06/03/2015 16:00:00,37.12
,09/03/2015 16:00:00,37.12
,10/03/2015 16:00:00,36.74
,11/03/2015 16:00:00,36.37
,12/03/2015 16:00:00,36.32
,13/03/2015 16:00:00,36.38
,16/03/2015 16:00:00,36.45
,17/03/2015 16:00:00,35.98
,18/03/2015 16:00:00,37.36
,19/03/2015 16:00:00,37.31
,20/03/2015 16:00:00,38.08
,23/03/2015 16:00:00,38.69
,24/03/2015 16:00:00,38.79
,25/03/2015 16:00:00,38.97
,26/03/2015 16:00:00,39.44
,27/03/2015 16:00:00,39.08
,30/03/2015 16:00:00,38.35
,31/03/2015 16:00:00,38.14
,01/04/2015 16:00:00,39.49
,02/04/2015 16:00:00,39.27
,06/04/2015 16:00:00,40.22
,07/04/2015 16:00:00,39.9
,08/04/2015 16:00:00,39.36
,09/04/2015 16:00:00,38.84
,10/04/2015 16:00:00,39.67
,13/04/2015 16:00:00,39.15
,14/04/2015 16:00:00,38.69
,15/04/2015 16:00:00,39.28
,16/04/2015 16:00:00,39.01
,17/04/2015 16:00:00,39.41
,20/04/2015 16:00:00,38.83
,21/04/2015 16:00:00,39.23
,22/04/2015 16:00:00,38.24
,23/04/2015 16:00:00,38.8
,24/04/2015 16:00:00,37.77
,27/04/2015 16:00:00,39.21
,28/04/2015 16:00:00,39.89
,29/04/2015 16:00:00,39.36
,30/04/2015 16:00:00,37.94
,01/05/2015 16:00:00,37.78
,04/05/2015 16:00:00,38.37
,05/05/2015 16:00:00,38.6
,06/05/2015 16:00:00,38.48
,07/05/2015 16:00:00,37.93
,08/05/2015 16:00:00,38.34
,11/05/2015 16:00:00,38.04
,12/05/2015 16:00:00,38.57
,13/05/2015 16:00:00,39.99
,14/05/2015 16:00:00,40.48
,15/05/2015 16:00:00,40.75
,18/05/2015 16:00:00,40.72
,19/05/2015 16:00:00,39.53
,20/05/2015 16:00:00,39.65
,21/05/2015 16:00:00,39.47
,22/05/2015 16:00:00,39.37
,26/05/2015 16:00:00,38.26
,27/05/2015 16:00:00,38.17
,28/05/2015 16:00:00,38.25
,29/05/2015 16:00:00,38.38
,01/06/2015 16:00:00,38.29
,02/06/2015 16:00:00,38.57
,03/06/2015 16:00:00,37.94
,04/06/2015 16:00:00,37.51
,05/06/2015 16:00:00,37.02
,08/06/2015 16:00:00,37.36
,09/06/2015 16:00:00,37.44
,10/06/2015 16:00:00,38.05
,11/06/2015 16:00:00,37.75
,12/06/2015 16:00:00,37.68
,15/06/2015 16:00:00,38.07
,16/06/2015 16:00:00,37.7
,17/06/2015 16:00:00,38
,18/06/2015 16:00:00,39.01
,19/06/2015 16:00:00,38.95
,22/06/2015 16:00:00,37.88
,23/06/2015 16:00:00,37.42
,24/06/2015 16:00:00,37.27
,25/06/2015 16:00:00,37.1
,26/06/2015 16:00:00,37.33
,29/06/2015 16:00:00,37.58
,30/06/2015 16:00:00,37.04
,01/07/2015 16:00:00,36.84
,02/07/2015 16:00:00,36.69
,06/07/2015 16:00:00,36.91
,07/07/2015 16:00:00,36.04
,08/07/2015 16:00:00,36.22
,09/07/2015 16:00:00,36.39
,10/07/2015 16:00:00,36.48
,13/07/2015 16:00:00,36.18
,14/07/2015 16:00:00,36
